"","pkg","pub_date"
"844","audrex","2021-04-28"
"845","audubon","2022-02-14"
"846","augmentedRCBD","2018-07-10"
"847","augSIMEX","2017-09-21"
"848","auk","2017-07-05"
"849","aum","2022-02-08"
"850","AurieLSHGaussian","2017-09-13"
"851","auRoc","2015-12-21"
"852","ausplotsR","2020-12-17"
"853","AustralianPoliticians","2021-11-30"
"854","AUtests","2016-03-31"
"855","auth0","2018-11-02"
"856","authoritative","2025-02-03"
"857","auto.pca","2017-09-12"
"858","AutoAds","2023-07-08"
"859","autoBagging","2017-07-02"
"860","autocogs","2018-09-22"
"861","autoCovariateSelection","2020-12-14"
"862","autodb","2025-03-19"
"863","AutoDeskR","2016-11-12"
"864","autoEnsemble","2023-05-09"
"865","autoFC","2021-06-07"
"866","autoFRK","2018-04-05"
"867","autogam","2024-10-02"
"868","autoGO","2023-02-13"
"869","autoharp","2021-01-22"
"870","autohrf","2022-07-21"
"871","autoimage","2016-06-02"
"872","autoimport","2025-02-03"
"873","autokeras","2020-02-20"
"874","automagic","2017-02-26"
"875","automap","2009-03-19"
"876","automatedtests","2025-05-05"
"877","autometric","2024-10-10"
"878","autoMFA","2021-08-10"
"879","automl","2018-09-13"
"880","autoMrP","2021-01-21"
"881","autonewsmd","2022-08-29"
"882","AutoPipe","2019-02-27"
"883","autoplotly","2018-01-10"
"884","Autoplotprotein","2017-07-06"
"885","AutoPlots","2024-01-23"
"886","autoRasch","2022-02-28"
"887","autoReg","2022-01-10"
"888","AutoregressionMDE","2015-09-14"
"889","AutoScore","2021-06-16"
"890","autoScorecard","2023-05-22"
"891","Autoseed","2020-04-24"
"892","autoshiny","2018-06-15"
"893","autoslider.core","2024-11-27"
"894","autostats","2021-10-28"
"895","AutoStepwiseGLM","2018-11-14"
"896","autostsm","2021-01-15"
"897","autothresholdr","2017-02-24"
"898","AutoTransQF","2023-09-15"
"899","autoTS","2020-06-02"
"900","autovi","2024-06-25"
"901","AutoWeatherIndices","2022-08-26"
"902","AutoWMM","2024-10-24"
"903","AuxSurvey","2024-12-09"
"904","av","2018-09-30"
"905","available","2017-11-17"
"906","avar","2019-08-30"
"907","averisk","2016-01-14"
"908","avesperu","2023-09-20"
"909","AVGAS","2023-12-20"
"910","avidaR","2022-04-08"
"911","avilistr","2025-06-17"
"912","AvInertia","2021-07-22"
"913","aVirtualTwins","2016-10-09"
"914","avlm","2025-04-23"
"915","avocado","2020-12-18"
"916","avotrex","2024-04-12"
"917","awdb","2025-02-26"
"918","aweek","2019-03-06"
"919","aweSOM","2021-01-22"
"920","awinR","2022-11-30"
"921","AWR","2017-02-11"
"922","AWR.Kinesis","2017-02-26"
"923","aws","2002-02-15"
"924","aws.alexa","2016-06-02"
"925","aws.comprehend","2018-04-12"
"926","aws.ec2metadata","2016-12-20"
"927","aws.ecx","2021-03-19"
"928","aws.iam","2017-07-01"
"929","aws.kms","2018-08-01"
"930","aws.lambda","2017-07-02"
"931","aws.polly","2020-01-13"
"932","aws.s3","2017-04-29"
"933","aws.signature","2015-12-21"
"934","aws.transcribe","2018-04-09"
"935","aws.translate","2018-04-12"
"936","aws.wrfsmn","2024-02-09"
"937","awsMethods","2012-05-23"
"938","axisandallies","2024-02-17"
"939","AZIAD","2022-03-11"
"940","azlogr","2023-01-11"
"941","AzureAppInsights","2021-09-15"
"942","AzureAuth","2019-02-22"
"943","AzureCognitive","2019-11-12"
"944","AzureContainers","2018-12-25"
"945","AzureCosmosR","2021-01-18"
"946","AzureGraph","2019-03-31"
"947","AzureKeyVault","2019-05-15"
"948","AzureKusto","2019-04-25"
"949","azuremlsdk","2019-11-15"
"950","AzureQstor","2020-06-02"
"951","AzureRMR","2018-12-02"
"952","AzureStor","2018-12-25"
"953","AzureTableStor","2020-11-05"
"954","AzureVision","2019-12-06"
"955","AzureVM","2018-12-25"
"956","AzureVMmetadata","2019-08-24"
"957","b64","2024-01-15"
"958","babel","2013-12-04"
"959","babelgene","2021-04-26"
"960","babelmixr2","2022-10-28"
"961","babelwhale","2019-07-09"
"962","babette","2020-01-11"
"963","babynames","2014-07-22"
"964","babynamesIL","2022-08-17"
"965","babyTimeR","2025-01-16"
"966","BACCO","2005-10-21"
"967","BACCT","2016-06-25"
"968","BacenAPI","2025-03-07"
"969","bacistool","2018-07-13"
"970","backbone","2019-09-19"
"971","backpipe","2015-09-04"
"972","backports","2016-02-20"
"973","backShift","2015-06-09"
"974","backtest","2006-08-03"
"975","backtestGraphics","2015-08-11"
"976","baclava","2024-09-25"
"977","bacondecomp","2020-01-16"
"978","BACprior","2013-02-16"
"979","bacr","2015-08-07"
"980","badgen","2023-07-19"
"981","badger","2017-03-08"
"982","baf","2024-06-04"
"983","baffle","2022-08-23"
"984","bage","2024-08-28"
"985","bagged.outliertrees","2021-07-06"
"986","baggingbwsel","2021-07-12"
"987","baggr","2019-08-01"
"988","BAGofT","2019-11-15"
"989","baguette","2020-04-14"
"990","bagyo","2024-04-18"
"991","bahc","2020-03-19"
"992","BaHZING","2025-02-17"
"993","bain","2019-02-07"
"994","baizer","2023-01-10"
"995","bakeoff","2022-10-21"
"996","baker","2022-02-02"
"997","bakR","2022-10-10"
"998","BalanceCheck","2016-09-16"
"999","BalancedSampling","2014-03-24"
"1000","baldur","2023-05-16"
"1001","Ball","2018-01-03"
"1002","BALLI","2019-04-25"
"1003","BallMapper","2019-07-26"
"1004","BaM","2008-07-09"
"1005","bama","2019-09-30"
"1006","BAMBI","2017-01-01"
"1007","bambooHR","2022-03-15"
"1008","bamdit","2011-08-18"
"1009","bamlss","2017-02-22"
"1010","bamm","2022-12-20"
"1011","BAMMtools","2014-03-07"
"1012","bamp","2018-12-01"
"1013","BANAM","2024-05-29"
"1014","bandicoot","2024-03-09"
"1015","bandit","2012-02-16"
"1016","banditpam","2023-03-16"
"1017","banditsCI","2024-11-29"
"1018","bandsfdp","2023-03-15"
"1019","banffIT","2024-05-08"
"1020","bang","2017-11-20"
"1021","bangladesh","2022-10-28"
"1022","bannerCommenter","2016-12-05"
"1023","BANOVA","2014-06-27"
"1024","banter","2018-07-10"
"1025","banxicoR","2016-08-17"
"1026","baorista","2024-05-22"
"1027","bapred","2015-09-04"
"1028","BAR","2022-11-07"
"1029","BarBorGradient","2017-04-24"
"1030","barcode","2011-06-28"
"1031","baRcodeR","2018-10-26"
"1032","BarcodingR","2016-07-19"
"1033","bardr","2021-03-24"
"1034","BAREB","2020-03-06"
"1035","bark","2008-07-16"
"1036","Barnard","2011-07-02"
"1037","barrks","2024-08-26"
"1038","BART","2017-04-07"
"1039","bartCause","2020-04-02"
"1040","bartcs","2022-07-19"
"1041","bartMachine","2013-12-09"
"1042","bartMachineJARs","2016-02-27"
"1043","bartMan","2024-04-15"
"1044","bartXViz","2025-04-28"
"1045","baRulho","2020-02-22"
"1046","BAS","2009-03-02"
"1047","basad","2017-10-26"
"1048","base.rms","2020-08-01"
"1049","base64","2011-12-03"
"1050","base64enc","2012-09-08"
"1051","base64url","2016-10-04"
"1052","baseballr","2022-04-25"
"1053","basecamb","2021-04-10"
"1054","basedosdados","2021-04-26"
"1055","basefun","2016-02-19"
"1056","baseline","2011-01-10"
"1057","basemaps","2021-05-19"
"1058","basemodels","2023-06-16"
"1059","basepenguins","2025-04-08"
"1060","baseq","2023-03-22"
"1061","bases","2025-05-29"
"1062","BaseSet","2020-11-11"
"1063","BaseTempSeed","2023-04-21"
"1064","basetheme","2019-06-14"
"1065","basf","2020-04-15"
"1066","basicdrm","2024-02-16"
"1067","basicMCMCplots","2018-09-03"
"1068","basicspace","2011-01-26"
"1069","basictabler","2017-09-30"
"1070","basifoR","2021-03-05"
"1071","BASiNET","2017-12-18"
"1072","BASiNETEntropy","2022-01-12"
"1073","BaSkePro","2022-02-17"
"1074","basket","2019-05-14"
"1075","BasketballAnalyzeR","2020-06-26"
"1076","BasketTrial","2025-06-18"
"1077","baskexact","2021-09-15"
"1078","basksim","2024-04-12"
"1079","BASS","2016-12-16"
"1080","BaSTA","2011-11-05"
"1081","BAT","2014-10-22"
"1082","batata","2020-06-09"
"1083","batch","2009-12-17"
"1084","BatchExperiments","2012-05-25"
"1085","BatchGetSymbols","2016-11-06"
"1086","BatchJobs","2012-05-25"
"1087","batchLLM","2024-10-14"
"1088","batchmeans","2012-06-20"
"1089","batchmix","2022-06-21"
"1090","batchscr","2019-05-06"
"1091","batchtma","2021-12-06"
"1092","batchtools","2016-11-08"
"1093","bate","2022-03-28"
"1094","batman","2015-10-26"
"1095","batsch","2023-02-14"
"1096","BATSS","2024-07-14"
"1097","batteryreduction","2015-10-12"
"1098","BAwiR","2018-01-25"
"1099","bayclumpr","2023-03-29"
"1100","baycn","2019-10-01"
"1101","bayefdr","2020-07-30"
"1102","Bayenet","2023-05-24"
"1103","bayes4psy","2019-06-28"
"1104","bayesAB","2016-09-13"
"1105","bayesammi","2018-04-12"
"1106","bayesanova","2019-11-25"
"1107","BayesARIMAX","2020-03-06"
"1108","bayesassurance","2022-06-17"
"1109","BayesAT","2025-02-05"
"1110","BayesBEKK","2019-10-11"
"1111","BayesBinMix","2016-04-19"
"1112","bayesbio","2016-05-24"
"1113","bayesboot","2016-02-18"
"1114","BayesBP","2019-10-02"
"1115","BayesCACE","2021-11-08"
"1116","BayesChange","2025-02-13"
"1117","BayesCombo","2017-02-08"
"1118","bayescopulareg","2020-05-01"
"1119","bayescount","2007-08-27"
"1120","BayesCPclust","2025-01-29"
"1121","BayesCR","2013-07-13"
"1122","BayesCTDesign","2018-08-14"
"1123","bayesCureRateModel","2024-06-27"
"1124","BayesCVI","2024-02-26"
"1125","BayesDA","2009-01-30"
"1126","bayesDccGarch","2015-01-14"
"1127","BayesDesign","2021-05-04"
"1128","bayesdfa","2018-09-19"
"1129","BayesDIP","2023-02-02"
"1130","BayesDissolution","2022-09-21"
"1131","bayesdistreg","2019-02-05"
"1132","BayesDLMfMRI","2023-01-25"
"1133","bayesDP","2017-03-22"
"1134","bayesEO","2024-06-04"
"1135","BayesERtools","2025-02-10"
"1136","BayesESS","2018-04-05"
"1137","bayesestdft","2025-01-09"
"1138","BayesFactor","2012-10-11"
"1139","BayesFBHborrow","2024-01-11"
"1140","BayesFluxR","2023-03-09"
"1141","BayesFM","2016-11-03"
"1142","BayesfMRI","2023-06-08"
"1143","bayesforecast","2021-01-22"
"1144","bayesGARCH","2008-06-03"
"1145","BayesGmed","2023-11-10"
"1146","BayesGOF","2017-11-16"
"1147","BayesGP","2024-11-12"
"1148","BayesGPfit","2020-02-20"
"1149","BayesGrowth","2023-11-21"
"1150","BayesGWQS","2020-06-12"
"1151","bayesian","2021-01-14"
"1152","bayesianETAS","2016-12-14"
"1153","BayesianFactorZoo","2023-11-02"
"1154","BayesianFitForecast","2024-12-05"
"1155","Bayesiangammareg","2020-02-06"
"1156","BayesianGLasso","2017-07-19"
"1157","BayesianLaterality","2020-09-22"
"1158","BayesianMCPMod","2024-01-08"
"1159","BayesianMediationA","2022-08-18"
"1160","BayesianNetwork","2016-07-21"
"1161","BayesianPlatformDesignTimeTrend","2023-03-15"
"1162","BayesianPower","2019-05-31"
"1163","BayesianReasoning","2020-06-30"
"1164","BayesianTools","2017-02-06"
"1165","Bayesiantreg","2022-01-18"
"1166","bayesianVARs","2024-01-13"
"1167","bayesImageS","2016-11-03"
"1168","BayesLCA","2012-02-07"
"1169","bayesLife","2011-01-21"
"1170","bayeslist","2024-11-28"
"1171","bayeslm","2017-07-14"
"1172","BayesLN","2020-02-20"
"1173","BayesLogit","2012-05-06"
"1174","bayeslongitudinal","2017-07-25"
"1175","bayesm","2005-04-22"
"1176","BayesMallows","2018-10-08"
"1177","bayesMeanScale","2024-04-23"
"1178","bayesmeta","2015-12-06"
"1179","BayesMFSurv","2019-12-22"
"1180","bayesMig","2023-10-01"
"1181","bayesmix","2004-05-19"
"1182","BayesMixSurv","2016-09-08"
"1183","bayesmlogit","2023-10-25"
"1184","BayesMortalityPlus","2023-05-09"
"1185","bayesmove","2020-10-16"
"1186","bayesMRM","2022-11-29"
"1187","bayesmsm","2025-06-17"
"1188","BayesMultiMode","2022-10-12"
"1189","BayesMultMeta","2022-05-17"
"1190","bayesnec","2021-07-02"
"1191","BayesNetBP","2017-05-09"
"1192","BayesNSGP","2019-08-29"
"1193","BayesOrdDesign","2021-09-21"
"1194","BayesPieceHazSelect","2017-01-26"
"1195","BayesPIM","2025-03-22"
"1196","bayesplay","2021-06-17"
"1197","bayesplot","2016-11-18"
"1198","bayespm","2023-07-05"
"1199","bayesPO","2021-10-18"
"1200","bayesPop","2012-04-19"
"1201","BayesPostEst","2019-08-05"
"1202","BayesPPD","2021-05-10"
"1203","BayesPPDSurv","2024-01-10"
"1204","BayesProject","2020-09-29"
"1205","bayesQR","2011-04-01"
"1206","bayesRecon","2023-05-26"
"1207","bayesreg","2016-11-24"
"1208","Bayesrel","2019-01-20"
"1209","BayesRep","2023-06-27"
"1210","BayesRepDesign","2023-05-03"
"1211","BayesReversePLLH","2020-02-01"
"1212","BayesRGMM","2021-03-31"
"1213","bayesROE","2023-03-09"
"1214","BayesRS","2017-10-18"
"1215","bayesrules","2021-06-24"
"1216","bayess","2013-02-09"
"1217","BayesS5","2017-01-17"
"1218","BayesSampling","2020-04-24"
"1219","BayesSenMC","2019-04-08"
"1220","bayesSSM","2025-04-23"
"1221","BayesSUR","2019-10-14"
"1222","bayesSurv","2004-12-27"
"1223","BayesSurvival","2020-05-08"
"1224","BayesSurvive","2024-04-23"
"1225","bayest","2019-08-02"
"1226","bayestestR","2019-04-08"
"1227","bayesTFR","2010-10-05"
"1228","BayesTools","2021-07-02"
"1229","BayesTree","2006-01-05"
"1230","BayesTreePrior","2016-04-18"
"1231","BayesTwin","2017-06-26"
"1232","BayesVarSel","2012-12-12"
"1233","bayesvl","2019-05-24"
"1234","bayesWatch","2023-10-23"
"1235","BayesX","2009-07-18"
"1236","BayesXsrc","2012-05-20"
"1237","bayesZIB","2021-05-04"
"1238","bayfoxr","2019-02-06"
"1239","baygel","2023-01-30"
"1240","BayLum","2017-09-01"
"1241","bayMDS","2021-12-16"
"1242","baymedr","2019-10-21"
"1243","bayou","2014-07-31"
"1244","baystability","2018-03-13"
"1245","BAYSTAR","2008-01-07"
"1246","baytrends","2018-07-19"
"1247","BB","2008-04-22"
"1248","bbdetection","2021-04-01"
"1249","BBEST","2014-08-15"
"1250","BBI","2018-05-18"
"1251","bbk","2024-04-23"
"1252","bbknnR","2022-05-27"
"1253","bbl","2019-09-04"
"1254","BBmisc","2012-01-05"
"1255","bbmix","2023-07-06"
"1256","bbmle","2007-02-20"
"1257","bbnet","2024-05-18"
"1258","bbotk","2020-07-24"
"1259","bbreg","2020-03-20"
"1260","bbssr","2025-06-18"
"1261","bbw","2018-01-17"
"1262","bc3net","2012-08-29"
"1263","BCA1SG","2019-12-06"
"1264","bcaboot","2018-08-31"
"1265","BCBCSF","2011-07-27"
"1266","bcc","2020-04-28"
"1267","BCC1997","2017-02-22"
"1268","BCClong","2023-01-13"
"1269","bccp","2020-10-26"
"1270","BCD","2025-06-17"
"1271","BCDAG","2022-03-15"
"1272","bcdata","2019-11-05"
"1273","BCDating","2013-08-07"
"1274","BcDiag","2013-01-13"
"1275","BCEA","2012-05-13"
"1276","BCEE","2015-06-24"
"1277","bcf","2018-09-20"
"1278","bcfrailph","2020-06-16"
"1279","bcfrailphdv","2020-11-30"
"1280","BCgee","2017-06-23"
"1281","BCHM","2019-12-20"
"1282","Bchron","2008-02-21"
"1283","BClustLonG","2017-12-15"
"1284","bcmaps","2017-12-20"
"1285","bcmixed","2020-03-02"
"1286","bcpa","2013-10-26"
"1287","bcputility","2021-07-13"
"1288","BCRA","2015-04-29"
"1289","bcrm","2012-01-11"
"1290","bcROCsurface","2016-11-17"
"1291","bcrypt","2015-06-16"
"1292","BCT","2020-11-23"
"1293","bcv","2020-12-22"
"1294","bda","2012-01-06"
"1295","BDAlgo","2023-10-30"
"1296","bdc","2022-03-01"
"1297","bdDwC","2018-08-31"
"1298","bde","2015-02-16"
"1299","BDEsize","2019-03-31"
"1300","BDgraph","2012-09-26"
"1301","bdl","2019-09-19"
"1302","bdlim","2024-05-22"
"1303","bdlp","2017-06-07"
"1304","bdots","2015-09-21"
"1305","BDP2","2018-07-31"
"1306","bdpar","2019-07-26"
"1307","bdpv","2012-10-29"
"1308","bdrc","2021-07-28"
"1309","bdribs","2018-08-31"
"1310","bdscale","2014-10-08"
"1311","bdsm","2025-01-21"
"1312","bdsmatrix","2009-09-20"
"1313","bdsvd","2024-03-29"
"1314","BDWreg","2016-01-12"
"1315","BE","2018-06-18"
"1316","bea.R","2016-12-02"
"1317","BEACH","2016-10-06"
"1318","beadplexr","2018-03-09"
"1319","beakr","2020-02-10"
"1320","beam","2018-04-18"
"1321","BEAMR","2024-07-27"
"1322","beanplot","2008-11-06"
"1323","beans","2021-07-09"
"1324","beanz","2016-05-04"
"1325","bearishTrader","2022-10-06"
"1326","beast","2017-11-29"
"1327","beastier","2019-05-31"
"1328","BeastJar","2020-10-13"
"1329","beastt","2024-06-20"
"1330","beautier","2018-03-27"
"1331","beaver","2024-05-22"
"1332","BED","2021-01-05"
"1333","BEDASSLE","2013-07-31"
"1334","BEDMatrix","2015-11-06"
"1335","bedr","2015-09-04"
"1336","BeeBDC","2023-09-15"
"1337","beeca","2024-06-18"
"1338","BeeGUTS","2022-08-09"
"1339","beepr","2014-06-25"
"1340","beeswarm","2010-10-07"
"1341","beezdemand","2018-07-31"
"1342","beezdiscounting","2023-10-26"
"1343","befproj","2020-09-25"
"1344","behaviorchange","2018-08-05"
"1345","behavr","2018-04-16"
"1346","BEKKs","2022-01-20"
"1347","belex","2016-08-04"
"1348","belg","2018-03-05"
"1349","BElikelihood","2024-03-05"
"1350","bellreg","2020-06-26"
"1351","bench","2018-05-27"
"1352","benchden","2007-06-26"
"1353","Benchmarking","2010-09-12"
"1354","benchmarkme","2016-02-24"
"1355","benchmarkmeData","2016-02-23"
"1356","benchr","2016-11-20"
"1357","BEND","2024-03-23"
"1358","bender","2019-01-20"
"1359","benford","2021-02-07"
"1360","benford.analysis","2014-05-01"
"1361","BenfordTests","2013-04-16"
"1362","bennu","2023-06-23"
"1363","bentcableAR","2008-05-04"
"1364","benthos","2017-11-22"
"1365","BeQut","2023-11-09"
"1366","Bergm","2009-12-07"
"1367","BerkeleyForestsAnalytics","2025-01-10"
"1368","Bernadette","2023-05-18"
"1369","berryFunctions","2014-06-09"
"1370","bespatial","2024-06-07"
"1371","BeSS","2017-04-20"
"1372","Bessel","2011-01-15"
"1373","bestglm","2009-08-27"
"1374","besthr","2022-09-13"
"1375","Bestie","2020-03-30"
"1376","bestNormalize","2017-11-14"
"1377","BESTree","2019-08-09"
"1378","bestridge","2021-02-16"
"1379","bestSDP","2019-12-13"
"1380","BET","2020-10-19"
"1381","betaBayes","2021-06-08"
"1382","BetaBit","2016-05-26"
"1383","betacal","2017-02-25"
"1384","betaclust","2022-12-05"
"1385","betaDelta","2022-12-19"
"1386","betafunctions","2020-05-02"
"1387","betaMC","2023-01-09"
"1388","betaNB","2023-04-12"
"1389","betapart","2012-05-03"
"1390","BetaPASS","2019-07-23"
"1391","betaper","2008-06-09"
"1392","betareg","2004-04-05"
"1393","betaSandwich","2022-09-20"
"1394","betaselectr","2024-11-11"
"1395","betategarch","2011-09-28"
"1396","bethel","2009-03-27"
"1397","BETS","2016-12-20"
"1398","bets.covid19","2020-05-12"
"1399","BetterReg","2022-02-23"
"1400","BeviMed","2016-05-03"
"1401","bexy","2023-11-29"
"1402","BeyondBenford","2018-12-03"
"1403","beyondWhittle","2017-01-23"
"1404","bezier","2014-03-26"
"1405","bfast","2009-12-14"
"1406","bfboin","2025-06-05"
"1407","bfboinet","2024-11-18"
"1408","BFF","2022-09-13"
"1409","BFI","2024-04-27"
"1410","bfp","2010-09-22"
"1411","BFpack","2019-10-31"
"1412","bfpwr","2024-10-28"
"1413","BFS","2019-10-16"
"1414","bfsl","2018-12-16"
"1415","bfsMaps","2020-03-26"
"1416","bfw","2018-06-15"
"1417","BGData","2017-05-11"
"1418","bgev","2024-03-14"
"1419","bgeva","2013-04-29"
"1420","BGFD","2023-04-07"
"1421","BGGE","2017-11-30"
"1422","BGGM","2020-02-06"
"1423","bggum","2020-01-09"
"1424","BGLR","2013-10-13"
"1425","bgmfiles","2016-07-20"
"1426","BGmisc","2020-12-04"
"1427","bgmm","2011-01-31"
"1428","bgms","2023-04-21"
"1429","BGPhazard","2013-10-08"
"1430","bgsmtr","2016-10-04"
"1431","bgumbel","2021-03-01"
"1432","BGVAR","2020-06-19"
"1433","bgw","2022-12-22"
"1434","BH","2013-01-31"
"1435","BHAI","2019-10-06"
"1436","Bhat","2002-01-09"
"1437","BHH2","2005-03-15"
"1438","bhm","2016-10-12"
"1439","bhmbasket","2021-02-15"
"1440","BHMSMAfMRI","2014-08-04"
"1441","BHSBVAR","2018-11-19"
"1442","BI","2021-05-04"
"1443","BiasCorrector","2020-08-24"
"1444","BiasedUrn","2006-11-13"
"1445","bib2df","2016-08-09"
"1446","BiBitR","2016-11-30"
"1447","biblio","2021-09-23"
"1448","bibliometrix","2016-05-08"
"1449","bibliometrixData","2020-12-10"
"1450","biblionetwork","2021-04-09"
"1451","bibliorefer","2024-03-08"
"1452","biblioverlap","2023-11-07"
"1453","BibPlots","2017-07-14"
"1454","bibs","2022-01-27"
"1455","bibtex","2009-12-11"
"1456","BiCausality","2022-05-26"
"1457","biClassify","2020-12-14"
"1458","biclust","2008-02-05"
"1459","biclustermd","2019-09-30"
"1460","BICORN","2018-06-06"
"1461","BiDAG","2017-07-19"
"1462","bidask","2021-07-26"
"1463","BiDimRegression","2013-01-12"
"1464","BIDistances","2023-05-18"
"1465","bidsr","2025-04-02"
"1466","bidux","2025-06-13"
"1467","BIEN","2017-01-12"
"1468","BifactorIndicesCalculator","2019-11-06"
"1469","bife","2016-07-29"
"1470","BIFIEsurvey","2014-07-01"
"1471","bifurcatingr","2021-02-15"
"1472","bigalgebra","2018-12-21"
"1473","biganalytics","2010-05-06"
"1474","bigassertr","2019-10-14"
"1475","bigBits","2023-06-19"
"1476","bigchess","2018-05-11"
"1477","bigD","2022-09-05"
"1478","bigdatadist","2018-07-02"
"1479","BigDataPE","2024-12-16"
"1480","BIGDAWG","2015-10-30"
"1481","bigDM","2022-02-08"
